CAISO,ERCOT,FRCC,ISONE,MISO,NYISO,NorthernGridConnected,NorthernGridUnconnected,PJM,SCRTP,SERTP,SPP,WestConnect,WestConnectNonEnrolled,GDPSum,Event
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,6.362776904109589,2
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,6.368630191780822,2
0.0,0.0,3.196764493150685,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.377514520547946,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,6.132121726027397,0.0,0.0,0.0,6.516634301369863,2
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,6.894744438356164,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,6.132121726027397,0.0,0.0,0.0,6.967340767123288,2
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,7.070587534246576,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,1.1011874520547946,7.233309178082192,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,7.503339178082192,2
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,7.596701780821918,2
0.0,4.735475205479452,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.648371589041096,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,1.63315498630137,0.0,7.765276712328767,2
0.0,4.735475205479452,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.916225232876712,2
0.0,4.735475205479452,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932239698630138,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,0.0,7.954045643835617,2
0.0,0.0,0.0,2.9128963835616437,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.174485835616437,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,8.22001405479452,2
0.0,0.0,0.0,0.0,0.0,5.261589452054794,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.442339479452055,2
0.0,0.0,3.196764493150685,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.458353945205479,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,2.3351123287671234,0.0,0.0,8.46723405479452,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,8.707072356164383,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,8.751981589041096,2
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,9.04501810958904,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,0.0,9.157778821917807,2
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,9.312871753424657,2
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,9.328886219178083,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,9.423747232876712,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,9.45393893150685,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,9.955714767123288,2
0.0,4.735475205479452,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.997064657534246,2
0.0,0.0,0.0,2.9128963835616437,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03172298630137,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.299576630136986,2
0.0,0.0,3.196764493150685,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.315591095890412,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,10.65767210958904,2
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,10.86759693150685,2
8.322559780821917,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23545616438356,2
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,11.393711178082192,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.503309808219178,2
8.322559780821917,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.519324273972602,2
0.0,4.735475205479452,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.854301808219178,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.38451257534246575,0.0,0.0,0.0,0.0,12.175603205479453,2
0.0,0.0,0.0,0.0,7.118826602739726,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38041605479452,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,11.791090630136987,0.0,0.0,0.0,0.0,0.0,12.626309671232876,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,1.1011874520547946,12.892278082191782,2
8.322559780821917,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.058034986301369,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,13.250948328767123,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,1.63315498630137,0.0,13.424245616438357,2
8.322559780821917,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.584149232876712,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,2.3351123287671234,0.0,0.0,14.12620295890411,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.132121726027397,0.0,0.0,0.0,14.454681506849315,2
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,14.70398701369863,2
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,14.971840657534248,2
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,14.987855123287671,2
8.322559780821917,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.441386383561643,2
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,16.526565835616438,2
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,17.05268008219178,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,6.132121726027397,0.0,0.0,0.0,17.923212356164385,2
0.0,0.0,0.0,0.0,7.118826602739726,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,18.909917232876712,2
8.322559780821917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791090630136987,0.0,0.0,0.0,0.0,0.0,20.113650410958904,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,0.0,1.1011874520547946,2.3209190684931507,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,0.0,2.8528866027397264,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,1.1011874520547946,3.1188550136986306,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,0.0,3.5548439452054796,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,1.63315498630137,1.1011874520547946,3.569561479452055,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,1.1011874520547946,3.8208123561643834,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,4.132628,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,2.3351123287671234,0.0,1.1011874520547946,4.271518821917809,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,1.63315498630137,0.0,4.352779890410959,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,1.1011874520547946,4.398596410958904,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,4.400481643835617,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,4.416496109589041,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,1.1011874520547946,4.66645005479452,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,1.1011874520547946,4.682464520547946,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,2.3351123287671234,1.63315498630137,0.0,4.803486356164384,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,4.849302876712329,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,0.0,4.9305639452054795,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,1.63315498630137,1.1011874520547946,5.069454767123288,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,5.117156520547946,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,5.13317098630137,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,0.0,5.198417589041096,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,0.0,5.21443205479452,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,1.63315498630137,0.0,5.381270410958904,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,0.0,5.632521287671233,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,1.1011874520547946,5.647238821917808,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.8352190410958904,0.0,0.0,0.0,0.0,1.63315498630137,0.0,5.6491240547945205,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,1.63315498630137,0.0,5.665138520547945,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,0.0,5.90037493150685,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,1.63315498630137,1.1011874520547946,5.915092465753425,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,0.0,5.916389397260274,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,1.1011874520547946,5.93110693150685,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,5.955206821917809,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,6.083227753424658,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,1.1011874520547946,6.221175232876713,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,1.1011874520547946,6.349196164383562,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.8352190410958904,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,6.351081397260274,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,6.367095863013699,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,3.18075002739726,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,6.47815898630137,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.8352190410958904,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,6.481321068493151,3
0.0,0.0,3.196764493150685,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,6.494173452054795,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,1.1011874520547946,6.617049808219178,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,1.1011874520547946,6.633064273972604,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,6.671881698630138,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,1.1011874520547946,6.747289479452055,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,0.0,6.753142767123288,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,6.762027095890412,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,1.63315498630137,0.0,6.881163698630137,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,3.18075002739726,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,0.0,6.9288654520547945,3
0.0,0.0,3.196764493150685,2.9128963835616437,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,0.0,6.94487991780822,3
0.0,0.0,0.0,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,2.3351123287671234,1.63315498630137,0.0,7.149017342465753,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,1.63315498630137,0.0,7.165031808219179,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,7.194833863013699,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,7.19799594520548,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,1.63315498630137,0.0,7.2038492328767125,3
0.0,0.0,3.196764493150685,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,7.210848328767124,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,3.18075002739726,0.8352190410958904,0.0,0.0,0.0,0.0,0.0,0.0,7.2127335616438355,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,1.63315498630137,0.0,7.27925701369863,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.38451257534246575,6.132121726027397,0.0,0.0,0.0,7.351853342465754,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,0.0,7.455100109589042,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,1.1011874520547946,7.469817643835617,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,0.0,1.1011874520547946,7.478701972602741,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,6.132121726027397,0.0,0.0,1.1011874520547946,7.617821753424658,3
0.0,0.0,0.0,2.9128963835616437,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,7.726801397260274,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.8352190410958904,0.0,0.0,0.0,0.0,1.63315498630137,0.0,7.729963479452055,3
0.0,0.0,3.196764493150685,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,7.742815863013699,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,0.0,2.3351123287671234,0.0,0.0,7.905806575342466,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.38451257534246575,0.0,2.3351123287671234,0.0,0.0,7.981214356164384,3
0.0,0.0,0.0,0.0,0.0,5.261589452054794,0.0,0.0,0.0,0.0,0.0,0.0,1.63315498630137,1.1011874520547946,7.995931890410959,3
0.0,0.0,3.196764493150685,0.0,0.0,0.0,3.18075002739726,0.0,0.0,0.0,0.0,0.0,1.63315498630137,0.0,8.010669506849316,3
0.0,4.735475205479452,0.0,2.9128963835616437,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,0.0,0.0,0.0,0.0,8.032884164383562,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352190410958904,0.0,0.0,6.132121726027397,0.0,0.0,1.1011874520547946,8.068528219178082,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38451257534246575,6.132121726027397,0.0,1.63315498630137,0.0,8.149789287671233,3
0.0,4.735475205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3351123287671234,0.0,1.1011874520547946,8.17177498630137,3
