STABBR,EMP,AP,EST,POP20,REGION_ID,REGIONS,2022REALGDP,STPOP,ZCTAGDP
NC,10,571,3,106,21,SERTP,609058.2,10439388,6.184286780029634
NC,165,5053,22,2155,21,SERTP,609058.2,10439388,125.72771708456472
NC,644,20982,113,17039,21,SERTP,609058.2,10439388,994.0949287257068
NC,11473,365488,980,49739,21,SERTP,609058.2,10439388,2901.889058036735
NC,336,7311,35,4283,21,SERTP,609058.2,10439388,249.88019131006527
NC,15450,556908,969,48547,21,SERTP,609058.2,10439388,2832.3450029254586
NC,1890,98647,92,22703,21,SERTP,609058.2,10439388,1324.5458751604979
NC,1804,72527,163,13215,21,SERTP,609058.2,10439388,770.9938660197322
NC,12,245,5,382,21,SERTP,609058.2,10439388,22.286769339352073
NC,84,3304,8,158,21,SERTP,609058.2,10439388,9.218087841930963
NC,289,8512,58,5260,21,SERTP,609058.2,10439388,306.8806458769422
NC,44,2051,8,864,21,SERTP,609058.2,10439388,50.40777149005286
NC,10041,426443,838,14910,21,SERTP,609058.2,10439388,869.8841121720928
NC,10161,462782,705,28005,21,SERTP,609058.2,10439388,1633.8768988182067
NC,13235,560843,950,39375,21,SERTP,609058.2,10439388,2297.2291694685546
NC,2611,104304,322,21647,21,SERTP,609058.2,10439388,1262.9363766726553
NC,454,12843,75,2502,21,SERTP,609058.2,10439388,145.97250493994474
NC,842,29197,109,6549,21,SERTP,609058.2,10439388,382.08390681522707
NC,370,15030,35,2013,21,SERTP,609058.2,10439388,117.44310649244954
NC,1539,41979,182,18689,21,SERTP,609058.2,10439388,1090.3597701129606
NC,54,1781,11,164,21,SERTP,609058.2,10439388,9.568141810611886
NC,105,5650,9,302,21,SERTP,609058.2,10439388,17.619383090273107
NC,171,5753,31,5339,21,SERTP,609058.2,10439388,311.48968979790766
NC,25,701,7,643,21,SERTP,609058.2,10439388,37.51411697697221
NC,1847,61615,214,12672,21,SERTP,609058.2,10439388,739.3139818541086
NC,47,1681,19,1891,21,SERTP,609058.2,10439388,110.32534246260413
NC,4053,121973,422,13584,21,SERTP,609058.2,10439388,792.5221850936089
NC,233,8612,50,3617,21,SERTP,609058.2,10439388,211.02420078648288
NC,872,30923,111,7865,21,SERTP,609058.2,10439388,458.8624106125761
NC,11,363,4,28,21,SERTP,609058.2,10439388,1.633585187177639
NC,6163,224608,459,28326,21,SERTP,609058.2,10439388,1652.6047861426357
NC,1417,56275,168,3849,21,SERTP,609058.2,10439388,224.55962090881187
NC,23652,1130272,1378,53973,21,SERTP,609058.2,10439388,3148.9104752692397
NC,28510,1424168,1346,29184,21,SERTP,609058.2,10439388,1702.6625036640078
NC,2894,92479,306,7050,21,SERTP,609058.2,10439388,411.3134132000841
NC,2742,78273,256,3873,21,SERTP,609058.2,10439388,225.95983678353556
NC,148,5155,20,2059,21,SERTP,609058.2,10439388,120.12685358566995
NC,14757,612833,1134,35495,21,SERTP,609058.2,10439388,2070.860936388225
NC,1015,77193,93,6137,21,SERTP,609058.2,10439388,358.0468676324704
NC,5141,272003,143,10100,21,SERTP,609058.2,10439388,589.2575139462198
NC,31,1009,6,648,21,SERTP,609058.2,10439388,37.805828617539646
NC,1530,52232,115,11835,21,SERTP,609058.2,10439388,690.48145322312
NC,11385,492110,527,22970,21,SERTP,609058.2,10439388,1340.1232767667989
NC,93,2178,12,1915,21,SERTP,609058.2,10439388,111.72555833732781
NC,113,4736,12,162,21,SERTP,609058.2,10439388,9.451457154384912
NC,67,3284,22,2343,21,SERTP,609058.2,10439388,136.6960747699003
NC,366,15949,45,2226,21,SERTP,609058.2,10439388,129.8700223806223
NC,419,9871,12,510,21,SERTP,609058.2,10439388,29.754587337878426
NC,4813,181672,317,9952,21,SERTP,609058.2,10439388,580.6228493854237
NC,125,9286,39,2395,21,SERTP,609058.2,10439388,139.72987583180162
NC,185,8996,18,1618,20,PJM,609058.2,10439388,94.39788688762214
NC,63,2334,10,1395,21,SERTP,609058.2,10439388,81.38754771831451
NC,13946,606594,822,38396,21,SERTP,609058.2,10439388,2240.112030245451
NC,93,4614,34,2499,21,SERTP,609058.2,10439388,145.79747795560428
NC,98,2718,26,1334,21,SERTP,609058.2,10439388,77.82866570339179
NC,25,1038,10,117,21,SERTP,609058.2,10439388,6.826052389277992
NC,16,593,5,59,21,SERTP,609058.2,10439388,3.4421973586957395
NC,3812,157570,299,19772,21,SERTP,609058.2,10439388,1153.5445114598672
NC,19,635,5,647,20,PJM,609058.2,10439388,37.74748628942616
NC,504,20508,69,5164,21,SERTP,609058.2,10439388,301.2797823780474
NC,122,4120,25,3464,21,SERTP,609058.2,10439388,202.09782458511933
NC,1208,38852,58,4998,21,SERTP,609058.2,10439388,291.59495591120856
NC,1153,41087,72,1471,21,SERTP,609058.2,10439388,85.82156465493954
NC,2901,116600,181,11880,21,SERTP,609058.2,10439388,693.1068579882268
NC,2283,106791,154,4622,21,SERTP,609058.2,10439388,269.6582405405374
NC,1201,60387,105,5336,21,SERTP,609058.2,10439388,311.31466281356717
NC,229,8629,21,3233,21,SERTP,609058.2,10439388,188.6207467909038
NC,38,1124,18,1598,21,SERTP,609058.2,10439388,93.2310403253524
NC,13086,596205,838,46004,21,SERTP,609058.2,10439388,2683.9804625328607
NC,783,40929,48,553,21,SERTP,609058.2,10439388,32.26330744675837
NC,2709,132043,206,12982,21,SERTP,609058.2,10439388,757.4001035692896
NC,390,8322,58,6305,21,SERTP,609058.2,10439388,367.84837875553626
NC,235,6208,39,3354,21,SERTP,609058.2,10439388,195.68016849263577
NC,17042,661322,1036,55328,21,SERTP,609058.2,10439388,3227.964329863015
NC,1321,44456,182,9086,21,SERTP,609058.2,10439388,530.0983932391439
NC,10858,490565,495,26453,21,SERTP,609058.2,10439388,1543.3296055860744
NC,5772,257126,458,20588,21,SERTP,609058.2,10439388,1201.1518512004725
NC,1356,51439,31,2289,21,SERTP,609058.2,10439388,133.545589051772
NC,18,657,7,127,21,SERTP,609058.2,10439388,7.409475670412863
NC,20,735,5,701,20,PJM,609058.2,10439388,40.897972007554465
NC,86,3696,15,2549,21,SERTP,609058.2,10439388,148.71459436127864
NC,97,2069,8,118,21,SERTP,609058.2,10439388,6.884394717391479
NC,20,1293,7,376,21,SERTP,609058.2,10439388,21.936715370671152
NC,97,5489,9,272,21,SERTP,609058.2,10439388,15.869113246868494
NC,106,3849,20,2861,21,SERTP,609058.2,10439388,166.91740073268662
NC,292,13023,42,2747,21,SERTP,609058.2,10439388,160.26637532774907
NC,562,24092,19,503,21,SERTP,609058.2,10439388,29.346191041084015
NC,640,23688,126,6761,21,SERTP,609058.2,10439388,394.45248037528637
NC,1736,62107,189,6132,20,PJM,609058.2,10439388,357.75515599190294
NC,229,8213,42,3471,21,SERTP,609058.2,10439388,202.50622088191375
NC,14734,719549,958,35926,21,SERTP,609058.2,10439388,2096.0064798051376
NC,421,21482,41,4999,21,SERTP,609058.2,10439388,291.65329823932205
NC,339,13730,46,1911,21,SERTP,609058.2,10439388,111.49218902487387
NC,5472,224492,413,25181,21,SERTP,609058.2,10439388,1469.1181642257188
NC,330,27642,40,1126,21,SERTP,609058.2,10439388,65.69346145578649
NC,22,407,7,1740,21,SERTP,609058.2,10439388,101.51565091746757
NC,62,1863,18,2065,21,SERTP,609058.2,10439388,120.47690755435087
NC,32,875,10,1831,21,SERTP,609058.2,10439388,106.8248027757949
NC,327,24228,42,1846,21,SERTP,609058.2,10439388,107.6999376974972
NC,2798,122267,140,9124,21,SERTP,609058.2,10439388,532.3154017074564
NC,277,10071,69,4161,21,SERTP,609058.2,10439388,242.76242728021984
NC,68,2092,20,1425,21,SERTP,609058.2,10439388,83.13781756171912
NC,3073,107761,254,7769,21,SERTP,609058.2,10439388,453.2615471136814
NC,9409,348224,412,12674,21,SERTP,609058.2,10439388,739.4306665103355
NC,137,6257,37,2141,21,SERTP,609058.2,10439388,124.91092449097589
NC,102,4204,47,4311,21,SERTP,609058.2,10439388,251.51377649724293
NC,19,387,6,409,21,SERTP,609058.2,10439388,23.862012198416227
NC,15873,742881,811,23734,21,SERTP,609058.2,10439388,1384.696815445503
NC,747,32730,93,6220,21,SERTP,609058.2,10439388,362.8892808658898
NC,43,1660,6,302,21,SERTP,609058.2,10439388,17.619383090273107
NC,26,905,10,662,21,SERTP,609058.2,10439388,38.62262121112846
NC,176,6748,31,2214,21,SERTP,609058.2,10439388,129.16991444326047
NC,5354,212796,438,14047,21,SERTP,609058.2,10439388,819.5346830101535
NC,5368,223897,634,18928,21,SERTP,609058.2,10439388,1104.303586532084
NC,2060,66047,271,8551,21,SERTP,609058.2,10439388,498.88524769842826
NC,3896,154943,331,16397,21,SERTP,609058.2,10439388,956.6391540768481
NC,4111,177440,471,27810,21,SERTP,609058.2,10439388,1622.5001448360765
NC,3639,179625,274,17710,21,SERTP,609058.2,10439388,1033.2426308898566
NC,1471,67651,201,1639,21,SERTP,609058.2,10439388,95.62307577800537
NC,48,2131,14,597,21,SERTP,609058.2,10439388,34.8303698837518
NC,4464,184820,137,7980,21,SERTP,609058.2,10439388,465.57177834562714
NC,166,4670,16,125,21,SERTP,609058.2,10439388,7.292791014185889
NC,1982,93982,181,10370,21,SERTP,609058.2,10439388,605.0099425368613
NC,2068,73381,175,6223,21,SERTP,609058.2,10439388,363.0643078502303
NC,573,21035,88,12297,21,SERTP,609058.2,10439388,717.435608811551
NC,171,4311,24,102,21,SERTP,609058.2,10439388,5.950917467575685
NC,1045,54709,62,3787,21,SERTP,609058.2,10439388,220.94239656577568
NC,551,18086,76,2923,21,SERTP,609058.2,10439388,170.53462507572283
NC,1515,74774,217,9707,21,SERTP,609058.2,10439388,566.3289789976193
NC,2354,89329,204,8806,21,SERTP,609058.2,10439388,513.7625413673675
NC,8501,440509,568,19158,21,SERTP,609058.2,10439388,1117.722321998186
NC,6946,270809,847,29284,21,SERTP,609058.2,10439388,1708.4967364753566
NC,4,109,5,322,21,SERTP,609058.2,10439388,18.78622965254285
NC,136,7639,33,1026,21,SERTP,609058.2,10439388,59.85922864443778
NC,3681,137178,424,21251,21,SERTP,609058.2,10439388,1239.8328147397146
NC,29,1263,12,2273,21,SERTP,609058.2,10439388,132.6121118019562
NC,2318,111006,307,3736,21,SERTP,609058.2,10439388,217.96693783198785
NC,480,19740,61,2981,21,SERTP,609058.2,10439388,173.91848010630508
NC,319,11193,49,1980,21,SERTP,609058.2,10439388,115.51780966470447
NC,234,10274,15,697,21,SERTP,609058.2,10439388,40.66460269510051
NC,649,19966,83,2726,21,SERTP,609058.2,10439388,159.04118643736584
NC,404,16100,51,2114,21,SERTP,609058.2,10439388,123.33568163191175
NC,720,28974,156,13030,21,SERTP,609058.2,10439388,760.200535318737
NC,26,3252,10,157,21,SERTP,609058.2,10439388,9.159745513817477
NC,732,19784,126,3965,21,SERTP,609058.2,10439388,231.32733096997637
NC,11086,388260,626,29669,21,SERTP,609058.2,10439388,1730.958532799049
NC,1295,59308,182,11321,21,SERTP,609058.2,10439388,660.4934965727875
NC,1391,42252,142,8074,21,SERTP,609058.2,10439388,471.0559571882949
NC,471,17826,60,4156,21,SERTP,609058.2,10439388,242.4707156396524
NC,547,12526,17,901,21,SERTP,609058.2,10439388,52.56643763025188
NC,2920,134523,201,7728,21,SERTP,609058.2,10439388,450.86951166102835
NC,925,35735,81,8317,21,SERTP,609058.2,10439388,485.2331429198723
NC,1762,79009,97,6661,21,SERTP,609058.2,10439388,388.6182475639376
NC,91,3351,29,2842,21,SERTP,609058.2,10439388,165.80889649853037
NC,92,3152,19,1440,21,SERTP,609058.2,10439388,84.01295248342144
NC,917,33248,135,6820,21,SERTP,609058.2,10439388,397.89467773398206
NC,1511,64964,160,7581,21,SERTP,609058.2,10439388,442.2931894283458
NC,334,13305,37,1365,21,SERTP,609058.2,10439388,79.63727787490991
NC,494,14355,69,3204,21,SERTP,609058.2,10439388,186.9288192756127
NC,656,30062,53,1571,21,SERTP,609058.2,10439388,91.65579746628825
NC,101,3578,19,573,21,SERTP,609058.2,10439388,33.430154009028115
NC,3882,158440,290,10635,21,SERTP,609058.2,10439388,620.4706594869353
NC,2683,106450,224,10328,21,SERTP,609058.2,10439388,602.5595647560948
NC,5427,204262,521,16586,21,SERTP,609058.2,10439388,967.6658540902971
NC,59,2888,16,760,21,SERTP,609058.2,10439388,44.3401693662502
NC,1062,43107,169,5889,21,SERTP,609058.2,10439388,343.5779702603256
NC,127,5036,19,1473,21,SERTP,609058.2,10439388,85.93824931116652
NC,732,35057,131,8238,21,SERTP,609058.2,10439388,480.6240989989068
NC,7292,266292,725,21204,21,SERTP,609058.2,10439388,1237.0907253183807
NC,4803,163463,500,21948,21,SERTP,609058.2,10439388,1280.4974174348151
NC,724,22051,103,5804,21,SERTP,609058.2,10439388,338.6188723706792
NC,219,9958,42,3128,21,SERTP,609058.2,10439388,182.49480233898768
NC,4357,235685,366,14899,21,SERTP,609058.2,10439388,869.2423465628443
NC,11910,511194,1048,35962,21,SERTP,609058.2,10439388,2098.1068036172232
NC,23687,1306695,1813,15148,21,SERTP,609058.2,10439388,883.7695862631027
NC,21841,1139297,1518,34108,21,SERTP,609058.2,10439388,1989.9401272948182
NC,8346,362976,752,23964,21,SERTP,609058.2,10439388,1398.1155509116052
NC,10253,442515,711,18554,21,SERTP,609058.2,10439388,1082.4835558176399
NC,17448,710403,1575,44621,21,SERTP,609058.2,10439388,2603.2930227519078
NC,1179,37301,119,5212,21,SERTP,609058.2,10439388,304.0802141274948
NC,165,6757,27,1398,21,SERTP,609058.2,10439388,81.56257470265498
NC,1459,49134,200,9004,21,SERTP,609058.2,10439388,525.3143223338379
NC,250,10430,29,3277,21,SERTP,609058.2,10439388,191.18780922789725
NC,5615,197523,449,19896,21,SERTP,609058.2,10439388,1160.7789601459394
NC,31,1493,10,1060,21,SERTP,609058.2,10439388,61.84286780029633
SC,395,22295,30,1935,21,SERTP,250873.4,5118425,94.84168059510495
SC,1039,46206,113,5859,18,SCRTP,250873.4,5118425,287.1717863600619
SC,3591,120702,176,9608,18,SCRTP,250873.4,5118425,470.92447915130145
SC,263,14580,30,2474,18,SCRTP,250873.4,5118425,121.26011255415484
SC,1981,66881,167,11564,21,SERTP,250873.4,5118425,566.7954493032524
SC,35,934,13,1702,18,SCRTP,250873.4,5118425,83.42146789295535
SC,38,1856,7,1329,18,SCRTP,250873.4,5118425,65.13932481183177
SC,4686,254919,373,26245,18,SCRTP,250873.4,5118425,1286.366877115519
SC,227,7937,41,3256,18,SCRTP,250873.4,5118425,159.58889509956677
SC,6802,243395,566,23264,21,SERTP,250873.4,5118425,1140.256773831794
SC,175,6170,27,1827,18,SCRTP,250873.4,5118425,89.54819144561071
SC,111,5428,14,1158,18,SCRTP,250873.4,5118425,56.75796699179923
SC,224,10688,22,4379,21,SERTP,250873.4,5118425,214.6313794966225
SC,6737,358321,378,12575,18,SCRTP,250873.4,5118425,616.348389397129
SC,4673,182182,559,27047,18,SCRTP,250873.4,5118425,1325.6759354293558
SC,25,1007,9,852,21,SERTP,250873.4,5118425,41.759747734898916
SC,238,10957,18,2318,18,SCRTP,250873.4,5118425,113.61396156044096
SC,53,1406,17,3672,18,SCRTP,250873.4,5118425,179.9786310828038
SC,507,12167,46,8596,21,SERTP,250873.4,5118425,421.3225252690037
SC,1255,39427,79,4603,18,SCRTP,250873.4,5118425,225.61046810298092
SC,1005,58817,73,4993,18,SCRTP,250873.4,5118425,244.7258455872656
SC,3981,160965,324,27723,18,SCRTP,250873.4,5118425,1358.8092564021158
SC,1143,30414,50,3303,18,SCRTP,250873.4,5118425,161.89254315536516
SC,319,7252,41,4317,18,SCRTP,250873.4,5118425,211.59252461450544
SC,12,670,4,781,21,SERTP,250873.4,5118425,38.27976875699068
SC,58,834,15,1634,18,SCRTP,250873.4,5118425,80.08853028031083
SC,2948,151632,183,19239,18,SCRTP,250873.4,5118425,942.9762754362914
SC,1184,41022,176,10774,18,SCRTP,250873.4,5118425,528.0745564504706
SC,534,27034,54,4117,21,SERTP,250873.4,5118425,201.78976693025686
SC,249,7949,22,2162,21,SERTP,250873.4,5118425,105.96781056672707
SC,794,32131,47,4671,18,SCRTP,250873.4,5118425,228.9434057156254
SC,1275,60770,102,5662,18,SCRTP,250873.4,5118425,277.51607004107706
SC,1972,141091,95,13684,18,SCRTP,250873.4,5118425,670.7046807562873
SC,9482,396406,859,36341,18,SCRTP,250873.4,5118425,1781.2100850163868
SC,1765,162824,38,640,18,SCRTP,250873.4,5118425,31.36882458959543
SC,1420,76375,114,10137,18,SCRTP,250873.4,5118425,496.8527732261389
SC,369,14432,44,4496,21,SERTP,250873.4,5118425,220.36599274190792
SC,2216,77393,247,15757,18,SCRTP,250873.4,5118425,772.3102641535238
SC,23536,1061989,1765,65060,18,SCRTP,250873.4,5118425,3188.8370746860605
SC,6610,274764,657,48653,18,SCRTP,250873.4,5118425,2384.667848058729
SC,31,1187,7,343,18,SCRTP,250873.4,5118425,16.811729428486302
SC,398,14408,47,3189,18,SCRTP,250873.4,5118425,156.3049712753435
SC,4759,224723,296,16430,18,SCRTP,250873.4,5118425,805.2965437610202
SC,38,741,7,80,21,SERTP,250873.4,5118425,3.921103073699429
SC,73,1880,16,2592,21,SERTP,250873.4,5118425,127.04373958786151
SC,203,8093,31,1219,18,SCRTP,250873.4,5118425,59.74780808549505
SC,29,1012,8,517,18,SCRTP,250873.4,5118425,25.340128613782557
SC,1094,59431,35,2852,18,SCRTP,250873.4,5118425,139.78732457738465
SC,3984,125011,316,16319,21,SERTP,250873.4,5118425,799.8560132462623
SC,58,1384,12,1370,21,SERTP,250873.4,5118425,67.14889013710273
SC,113,4290,16,1433,18,SCRTP,250873.4,5118425,70.23675880764102
SC,317,9455,34,2822,18,SCRTP,250873.4,5118425,138.31691092474736
SC,8749,370290,504,20159,21,SERTP,250873.4,5118425,988.0689607838349
SC,34,1366,11,1432,21,SERTP,250873.4,5118425,70.18774501921978
SC,159,6545,45,4437,18,SCRTP,250873.4,5118425,217.47417922505457
SC,86,3032,13,1384,18,SCRTP,250873.4,5118425,67.83508317500012
SC,263,9356,29,1937,21,SERTP,250873.4,5118425,94.93970817194743
SC,11762,457243,751,28207,18,SCRTP,250873.4,5118425,1382.5319299979974
SC,132,5844,8,273,18,SCRTP,250873.4,5118425,13.380764238999301
SC,5750,282730,294,15446,18,SCRTP,250873.4,5118425,757.0669759545173
SC,80,6532,5,54,21,SERTP,250873.4,5118425,2.6467445747471148
SC,536,20928,63,7261,18,SCRTP,250873.4,5118425,355.88911772664443
SC,215,8927,30,2698,18,SCRTP,250873.4,5118425,132.23920116051323
SC,247,10486,37,2342,21,SERTP,250873.4,5118425,114.79029248255078
SC,1752,77275,146,8909,18,SCRTP,250873.4,5118425,436.66384104485263
SC,125,3972,25,4853,18,SCRTP,250873.4,5118425,237.86391520829162
SC,184,6112,33,2948,18,SCRTP,250873.4,5118425,144.49264826582396
SC,1240,63421,93,6387,18,SCRTP,250873.4,5118425,313.05106664647815
SC,288,18039,11,926,18,SCRTP,250873.4,5118425,45.38676807807089
SC,1020,33072,139,8074,18,SCRTP,250873.4,5118425,395.73732771311484
SC,102,2862,17,2607,18,SCRTP,250873.4,5118425,127.77894641418014
SC,1382,41736,132,10070,18,SCRTP,250873.4,5118425,493.5688494019156
SC,1375,34781,135,4432,18,SCRTP,250873.4,5118425,217.22911028294837
SC,141,5725,7,706,21,SERTP,250873.4,5118425,34.60373462539746
SC,50,1098,15,1453,18,SCRTP,250873.4,5118425,71.21703457606587
SC,401,13488,80,5856,18,SCRTP,250873.4,5118425,287.0247449947982
SC,20797,839668,1206,39460,21,SERTP,250873.4,5118425,1934.0840911022433
SC,621,42292,58,2078,18,SCRTP,250873.4,5118425,101.85065233934267
SC,4620,244817,179,15013,21,SERTP,250873.4,5118425,735.8440055681191
SC,4091,164280,232,29706,21,SERTP,250873.4,5118425,1456.0035988414404
SC,1417,88942,101,7921,18,SCRTP,250873.4,5118425,388.2382180846647
SC,2165,100937,130,10728,21,SERTP,250873.4,5118425,525.8199221830935
SC,276,6458,44,3537,21,SERTP,250873.4,5118425,173.361769645936
SC,65,1420,14,1840,18,SCRTP,250873.4,5118425,90.18537069508687
SC,420,13356,71,4253,18,SCRTP,250873.4,5118425,208.4556421555459
SC,423,18583,10,904,18,SCRTP,250873.4,5118425,44.30846473280354
SC,112,2414,12,3072,18,SCRTP,250873.4,5118425,150.5703580300581
SC,22651,1211484,1062,22768,18,SCRTP,250873.4,5118425,1115.9459347748575
SC,6086,336406,413,22422,18,SCRTP,250873.4,5118425,1098.9871639811074
SC,13595,546289,201,8955,18,SCRTP,250873.4,5118425,438.9184753122298
SC,27,340,6,359,18,SCRTP,250873.4,5118425,17.59595004322619
SC,471,18277,28,3153,21,SERTP,250873.4,5118425,154.54047489217874
SC,2254,73237,207,12445,18,SCRTP,250873.4,5118425,609.9765969023674
SC,32934,2060796,1855,25259,18,SCRTP,250873.4,5118425,1238.0392817321735
SC,23100,1251281,705,39449,18,SCRTP,250873.4,5118425,1933.5449394296095
SC,7385,342703,590,18059,18,SCRTP,250873.4,5118425,885.1400050992248
SC,8370,364073,727,23586,18,SCRTP,250873.4,5118425,1156.0392137034341
SC,6223,222319,517,19304,18,SCRTP,250873.4,5118425,946.1621716836721
SC,1451,67241,48,7035,18,SCRTP,250873.4,5118425,344.8120015434435
SC,411,16803,26,2330,18,SCRTP,250873.4,5118425,114.20212702149587
SC,14693,693797,723,35738,18,SCRTP,250873.4,5118425,1751.6547705983774
SC,26219,1180982,1133,39299,18,SCRTP,250873.4,5118425,1926.1928711664232
SC,11585,376580,881,29739,18,SCRTP,250873.4,5118425,1457.6210538593414
SC,13856,543387,1096,52477,18,SCRTP,250873.4,5118425,2572.096574981562
SC,9998,320843,722,51548,18,SCRTP,250873.4,5118425,2526.562765538227
SC,15246,607551,870,34531,21,SERTP,250873.4,5118425,1692.495127973937
SC,9902,457631,619,17356,21,SERTP,250873.4,5118425,850.6833118390911
SC,29738,1584234,831,26793,21,SERTP,250873.4,5118425,1313.22643317036
SC,10447,700785,686,16822,21,SERTP,250873.4,5118425,824.5099488221474
SC,8500,369451,471,19034,21,SERTP,250873.4,5118425,932.9284488099366
SC,4955,145304,443,29459,21,SERTP,250873.4,5118425,1443.8971931013934
SC,38,1716,4,907,21,SERTP,250873.4,5118425,44.455506098067275
SC,129,3259,18,2613,21,SERTP,250873.4,5118425,128.0730291447076
SC,904,44521,140,9777,21,SERTP,250873.4,5118425,479.20780939449145
SC,1178,35762,193,16488,21,SERTP,250873.4,5118425,808.1393434894522
SC,5031,198875,242,14300,21,SERTP,250873.4,5118425,700.897174423773
SC,2066,98288,111,8302,21,SERTP,250873.4,5118425,406.91247147315823
SC,54,1356,16,2409,21,SERTP,250873.4,5118425,118.07421630677405
SC,99,3753,11,517,21,SERTP,250873.4,5118425,25.340128613782557
SC,18975,1079675,495,16472,21,SERTP,250873.4,5118425,807.3551228747124
SC,1135,55958,44,5316,21,SERTP,250873.4,5118425,260.5572992473271
SC,4534,163306,280,20695,21,SERTP,250873.4,5118425,1014.340351377621
SC,9873,434559,479,19959,21,SERTP,250873.4,5118425,978.2662030995863
SC,4069,164038,430,36458,21,SERTP,250873.4,5118425,1786.9446982616723
SC,56,1596,14,1562,21,SERTP,250873.4,5118425,76.55953751398135
SC,1898,73920,41,3890,21,SERTP,250873.4,5118425,190.66363695863475
SC,153,13940,14,781,21,SERTP,250873.4,5118425,38.27976875699068
SC,1825,61765,239,8893,21,SERTP,250873.4,5118425,435.87962043011277
SC,6816,239772,414,21242,21,SERTP,250873.4,5118425,1041.150893644041
SC,59,4258,4,462,21,SERTP,250873.4,5118425,22.6443702506142
SC,2128,94980,202,13882,21,SERTP,250873.4,5118425,680.4094108636934
SC,30,532,7,158,21,SERTP,250873.4,5118425,7.744178570556372
SC,2571,112343,155,16007,21,SERTP,250873.4,5118425,784.5637112588345
SC,65,3904,4,1069,21,SERTP,250873.4,5118425,52.39573982230862
SC,312,9772,51,4401,21,SERTP,250873.4,5118425,215.70968284188984
SC,313,9177,57,3615,21,SERTP,250873.4,5118425,177.18484514279294
SC,67,2032,8,100,21,SERTP,250873.4,5118425,4.901378842124286
SC,2468,116677,176,7888,21,SERTP,250873.4,5118425,386.6207630667637
SC,43,2378,5,826,21,SERTP,250873.4,5118425,40.4853892359466
SC,70,3001,6,286,21,SERTP,250873.4,5118425,14.017943488475458
SC,3858,152390,309,18068,21,SERTP,250873.4,5118425,885.5811291950159
SC,157,6573,33,3968,21,SERTP,250873.4,5118425,194.48671245549167
SC,1430,66174,104,9005,21,SERTP,250873.4,5118425,441.369164733292
SC,1691,57068,216,16017,21,SERTP,250873.4,5118425,785.0538491430468
SC,16884,1167359,1316,9145,18,SCRTP,250873.4,5118425,448.23109511226596
SC,12202,665884,983,21363,18,SCRTP,250873.4,5118425,1047.0815620430114
SC,275,18634,28,2161,18,SCRTP,250873.4,5118425,105.91879677830582
SC,19918,1326167,1123,25620,18,SCRTP,250873.4,5118425,1255.733259352242
SC,30280,1643759,1373,32730,18,SCRTP,250873.4,5118425,1604.221295027279
SC,19357,949043,1712,35373,18,SCRTP,250873.4,5118425,1733.7647378246236
SC,252,5545,14,1957,18,SCRTP,250873.4,5118425,95.91998394037228
SC,3449,169930,257,20238,18,SCRTP,250873.4,5118425,991.9410500691131
SC,7845,302073,1016,39687,18,SCRTP,250873.4,5118425,1945.2102210738653
SC,7802,395940,675,45150,18,SCRTP,250873.4,5118425,2212.9725472191153
SC,27293,1409554,1165,24154,18,SCRTP,250873.4,5118425,1183.8790455267
SC,3019,119057,293,23619,18,SCRTP,250873.4,5118425,1157.656668721335
SC,145,5002,4,768,18,SCRTP,250873.4,5118425,37.64258950751452
SC,22,891,8,1654,18,SCRTP,250873.4,5118425,81.0688060487357
SC,500,25692,74,3899,18,SCRTP,250873.4,5118425,191.10476105442592
SC,198,5799,41,6040,18,SCRTP,250873.4,5118425,296.0432820643069
SC,162,5381,34,2685,18,SCRTP,250873.4,5118425,131.60202191103707
SC,54,1637,5,658,18,SCRTP,250873.4,5118425,32.251072781177804
SC,179,5707,34,3819,18,SCRTP,250873.4,5118425,187.18365798072648
SC,112,4207,22,4198,18,SCRTP,250873.4,5118425,205.75988379237754
SC,68,4248,17,2389,18,SCRTP,250873.4,5118425,117.0939405383492
SC,639,25379,97,3137,18,SCRTP,250873.4,5118425,153.75625427743887
SC,808,73073,91,1891,18,SCRTP,250873.4,5118425,92.68507390457026
SC,8251,406652,691,27451,18,SCRTP,250873.4,5118425,1345.4775059515378
SC,11475,611362,760,60558,18,SCRTP,250873.4,5118425,2968.1769992136255
SC,89,4439,16,1115,18,SCRTP,250873.4,5118425,54.65037408968579
SC,606,36527,50,2337,18,SCRTP,250873.4,5118425,114.54522354044457
SC,1107,59658,124,8018,18,SCRTP,250873.4,5118425,392.99255556152525
SC,2285,195824,50,3400,18,SCRTP,250873.4,5118425,166.64688063222573
SC,1435,69565,157,4417,18,SCRTP,250873.4,5118425,216.4939034566297
SC,45,1554,7,343,18,SCRTP,250873.4,5118425,16.811729428486302
SC,128,7286,13,1156,18,SCRTP,250873.4,5118425,56.659939414956746
SC,7110,308972,770,28344,18,SCRTP,250873.4,5118425,1389.2468190117077
SC,11142,629279,460,37577,18,SCRTP,250873.4,5118425,1841.791127505043
SC,295,10577,46,2489,18,SCRTP,250873.4,5118425,121.99531938047349
SC,8228,363011,680,42402,18,SCRTP,250873.4,5118425,2078.2826566375397
SC,29968,1591844,2830,51287,18,SCRTP,250873.4,5118425,2513.7701667602823
SC,6846,305495,943,42316,18,SCRTP,250873.4,5118425,2074.067470833313
SC,49,1230,9,1722,18,SCRTP,250873.4,5118425,84.40174366138021
