Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Other real estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises
0.0001818,0.0000639,0.0000435,0.0000653,0.0000486,0.000085,0.0000664,0.0000848,0.0000756,0.0001334,0.0000879,0.0001611,0.0000159,0.0000813,0.0023644,0.0000894,0.0002337,0.0008133,0.0001144,0.0047215,0.9194042,0.0001984,0.0005216,0.0000547,0.0000633,0.0001167,0.000249,0.0000829,0.0000609,0.0006084,0.0001531,0.0000296,0.0000446,0.0001184,0.0001099,0.0000607,0.0000279,0.0000669,0.0000978,0.0000261,0.0000452,0.000043,0.0000537,0.0000161,0.000052,0.0000287,0.0000454,0.0000633,0.0000441,0.0000231,0.000018,0.0000515,0.0000362,0.0001702,0.0007237,0.0001763,0.0000603,0.0001783,0.0000879,0.0000928,0.0001478,0.0001222,0.000106,0.000059,0.0005507,0.0000382,0.0015081,0.0006217,0.0001278
0.0093364,0.0028822,0.0035619,0.0070403,0.0041448,0.0032385,0.0079253,0.0103895,0.0191164,0.0168428,0.0147315,0.0127909,0.0024048,0.0162152,0.017193,0.0064394,0.0253396,0.0219556,0.0472732,0.0306647,0.0190362,1.2119573,0.0923419,0.0045144,0.0172223,0.0332902,0.0074194,0.0027725,0.0091519,0.0042488,0.006188,0.0040926,0.0050625,0.0054587,0.0058392,0.0275919,0.0021007,0.0209254,0.0058874,0.0055683,0.004117,0.0039353,0.0045838,0.0016972,0.003468,0.0019767,0.0029044,0.0046162,0.0036415,0.0035706,0.0019896,0.0060657,0.004495,0.0064892,0.0076074,0.0054229,0.0038617,0.0071619,0.0083094,0.0099036,0.0025394,0.0045567,0.0152385,0.0094581,0.0042809,0.0048336,0.0026604,0.0101588,0.0043384
0.0015174,0.0008848,0.0012452,0.0015049,0.0014607,0.0016376,0.0018719,0.0015227,0.0015191,0.0027127,0.0021772,0.0017917,0.0005225,0.0015315,0.0021931,0.0010366,0.0025175,0.0046154,0.0018742,0.0208045,0.0099319,0.0055352,1.0017117,0.0013621,0.0014691,0.0028483,0.0049835,0.0018327,0.0020588,0.0022125,0.0064965,0.0013562,0.0015177,0.0024282,0.0031863,0.0019436,0.0015227,0.0025488,0.0012101,0.0143629,0.0079179,0.0026336,0.0106549,0.0013998,0.0033781,0.0031201,0.0028196,0.0023798,0.0018335,0.0028506,0.0015541,0.0102864,0.0034856,0.0045196,0.0021256,0.004319,0.0021578,0.0039158,0.001912,0.0057827,0.003757,0.0026706,0.0036084,0.0022011,0.0033673,0.0028549,0.0009288,0.0049617,0.0030574
0.0326547,0.0175109,0.0261513,0.0507444,0.0235571,0.0522691,0.0336289,0.0149647,0.0189068,0.0220721,0.0132981,0.011825,0.0020625,0.0205335,0.013329,0.0055937,0.0157402,0.0138089,0.0211792,0.0260774,0.0149521,0.0252136,0.0230297,0.9706229,0.0770802,0.0306203,0.008473,0.0078037,0.0108124,0.006507,0.0089386,0.1082742,0.0810959,0.0517914,0.0559264,0.0234248,0.0051229,0.0613692,0.0110039,0.0031186,0.0053996,0.0049906,0.0067603,0.0058596,0.0120927,0.0035468,0.0118997,0.0177109,0.0080073,0.0036579,0.0033621,0.0064743,0.0067425,0.0109906,0.0244695,0.0164904,0.008003,0.0174717,0.0088433,0.0098336,0.0052166,0.0192926,0.0103791,0.0108591,0.0080441,0.0048222,0.0239995,0.0469128,0.0476175
0.1075613,0.0520368,0.0413915,0.0554957,0.0238505,0.0192743,0.0317409,0.0348094,0.0624791,0.0282086,0.0420186,0.0335027,0.0111407,0.0410452,0.0602652,0.0196674,0.0721185,0.0818605,0.0742265,0.2833663,0.1056701,0.1201639,0.1092456,0.0817162,1.2495399,0.3530789,0.0117411,0.0093245,0.0131083,0.012184,0.0150053,0.0142883,0.0171483,0.0138254,0.0129442,0.0108651,0.0052747,0.0166951,0.0169722,0.0059423,0.0100337,0.010419,0.0128079,0.0029726,0.006535,0.0051408,0.0060666,0.0244578,0.0072449,0.0053017,0.004146,0.02067,0.0097276,0.0196672,0.0258206,0.0163268,0.0532126,0.0366681,0.0309146,0.0186109,0.0099751,0.0181735,0.013659,0.0161701,0.0137434,0.0104122,0.0084113,0.0328037,0.0274467
0.013121,0.0051931,0.0042323,0.0155229,0.0097907,0.0050975,0.0245415,0.0111773,0.0179382,0.0109756,0.0146827,0.0259489,0.003336,0.0221859,0.0683835,0.0167051,0.0809783,0.0494366,0.0327676,0.0492166,0.0296147,0.0361463,0.0177355,0.0055838,0.0223191,1.0582761,0.0104846,0.0077298,0.0125171,0.0048915,0.0099452,0.0041739,0.0043496,0.0048657,0.0063516,0.004425,0.0024923,0.0137989,0.0078955,0.0024449,0.0037091,0.0087094,0.0048797,0.0009499,0.0021018,0.00196,0.0019808,0.0052527,0.0052802,0.0016713,0.0022576,0.0060913,0.0025486,0.0051282,0.0085783,0.0064073,0.0103887,0.008494,0.0096102,0.0081047,0.0020192,0.0061122,0.0044599,0.01131,0.0076847,0.0031583,0.0035866,0.0094245,0.0133824
0.1671049,0.080601,0.0574283,0.0892513,0.0582157,0.0409769,0.0947334,0.1427926,0.0863925,0.205624,0.1306481,0.1493555,0.0277005,0.1458794,0.219071,0.0824634,0.1443723,0.1135758,0.1569129,0.119335,0.1510034,0.1439249,0.0851412,0.07744,0.1157862,0.130522,1.045899,0.0274218,0.0268389,0.0283414,0.044587,0.0392719,0.0786676,0.0475666,0.0467523,0.0297004,0.0123164,0.0479306,0.0387418,0.0203804,0.0141477,0.0327169,0.023854,0.0065623,0.0147522,0.0083259,0.0151571,0.0306836,0.0445693,0.0108319,0.0112738,0.0252767,0.0221234,0.0264397,0.0526656,0.0330381,0.0391938,0.0371897,0.0376118,0.040452,0.0130173,0.038196,0.0364221,0.0462944,0.0296457,0.0172627,0.0314771,0.0439136,0.0614357
0.0008282,0.0003733,0.0015909,0.0031977,0.0018567,0.0006422,0.0024132,0.0018328,0.0031407,0.0017964,0.0020947,0.0092548,0.0003619,0.0011321,0.006597,0.0060125,0.002476,0.0021291,0.0020488,0.0016067,0.0010328,0.0035959,0.00231,0.0012257,0.0015254,0.0018163,0.0005717,1.0047528,0.0033328,0.0007689,0.0029113,0.0005775,0.0009136,0.0009525,0.0033179,0.0007187,0.0003616,0.0008957,0.0012508,0.0004504,0.0007313,0.0005584,0.0006753,0.000203,0.000365,0.0003703,0.000354,0.0011422,0.0014983,0.0003095,0.0002813,0.0009498,0.0004527,0.0022475,0.0015434,0.0004776,0.0003776,0.0006257,0.0004857,0.0005553,0.0003357,0.0006659,0.0007009,0.000768,0.0075206,0.0002827,0.0004275,0.0005818,0.0009583
0.0003149,0.0000738,0.0000599,0.0000942,0.0000583,0.0002955,0.0003467,0.0000846,0.0003045,0.0001241,0.0000978,0.0000867,0.0000167,0.0000802,0.0001182,0.0000501,0.000151,0.0000816,0.0001905,0.0001485,0.0001234,0.0001279,0.0006779,0.0000911,0.0002484,0.0001437,0.0000987,0.0001079,0.9747352,0.0000863,0.0001367,0.0002975,0.0002154,0.0001322,0.001045,0.000338,0.0000593,0.0002396,0.0001015,0.0000477,0.0000812,0.0000669,0.0001324,0.0000435,0.0000827,0.0000701,0.0000822,0.000275,0.0000808,0.0000859,0.0000579,0.0001126,0.0000762,0.0004321,0.0001174,0.0000965,0.0001109,0.0001238,0.0001713,0.0001125,0.0000622,0.0001093,0.0004352,0.0026926,0.0001379,0.0000446,0.0000683,0.0000852,0.0001226
0.0006303,0.0001714,0.0002623,0.0004135,0.0002414,0.0005686,0.0017412,0.0003045,0.0007653,0.0003636,0.0003669,0.0008205,0.0000645,0.000303,0.0007685,0.0004697,0.0009694,0.0003476,0.0005764,0.0005592,0.0003788,0.0005975,0.0038536,0.0003152,0.0008394,0.0005202,0.0003242,0.0005905,0.0005872,1.0002414,0.0005887,0.0003152,0.0004663,0.0003246,0.0018053,0.0006116,0.0001552,0.0004581,0.0002989,0.0001701,0.000243,0.0001809,0.0003967,0.000117,0.0002295,0.0001691,0.0002043,0.000739,0.0002733,0.0002186,0.0001266,0.0003533,0.0001785,0.0009504,0.0003544,0.0003839,0.0002355,0.0003071,0.0002707,0.0003182,0.000166,0.0002872,0.001938,0.0015025,0.0010213,0.0001694,0.0001515,0.0003352,0.0004571
0.0074944,0.0017216,0.0022131,0.0048682,0.0018754,0.0086701,0.0519839,0.0029774,0.0035216,0.0034644,0.0030105,0.0047763,0.0005164,0.0027467,0.0051635,0.0023912,0.0090544,0.0026541,0.0058141,0.0049124,0.0033051,0.0049037,0.0221931,0.003559,0.0070667,0.0043631,0.0023272,0.0109982,0.0043331,0.0051089,1.0050579,0.0032915,0.0062797,0.0135559,0.0258099,0.0078157,0.0014002,0.0068943,0.0029032,0.0011507,0.001759,0.0014151,0.0025532,0.0009371,0.0018032,0.001454,0.0017073,0.0077751,0.0016408,0.001886,0.0008039,0.0025843,0.0015128,0.0031501,0.0028803,0.0028189,0.0019865,0.0025292,0.0024893,0.0028331,0.0016684,0.0039399,0.0116866,0.0167801,0.0063403,0.0017728,0.0016661,0.003691,0.0098624
0.0042415,0.0282714,0.0011663,0.0017623,0.0024913,0.0021619,0.0017577,0.0052821,0.0031196,0.002522,0.0026032,0.0022374,0.0004445,0.0017022,0.0024784,0.0015884,0.0032057,0.0023684,0.0034534,0.0025409,0.0030449,0.0038397,0.003423,0.001502,0.0016457,0.0031361,0.0033375,0.0015073,0.001758,0.0015598,0.0023067,1.0031286,0.0017796,0.0076817,0.0048939,0.0014939,0.0012331,0.0054112,0.0020089,0.00196,0.0035911,0.0028307,0.0050535,0.0018079,0.0048757,0.001711,0.0046513,0.0059788,0.0027182,0.0034178,0.0030787,0.0041392,0.0018608,0.0067063,0.0047452,0.0024667,0.0027156,0.0020193,0.0024266,0.0030765,0.0015653,0.00268,0.0018583,0.0025775,0.0019806,0.0035766,0.0044505,0.0020992,0.0016664
0.0096176,0.0026667,0.0039191,0.0071416,0.0025459,0.0069403,0.0044041,0.0095745,0.0172737,0.0164352,0.0078622,0.0052335,0.0007041,0.0066253,0.0078301,0.0031393,0.008838,0.0051088,0.0126866,0.0060515,0.0039279,0.0183168,0.0053357,0.0061182,0.0096257,0.0126318,0.0010556,0.000891,0.0016317,0.0009905,0.0012366,0.0020907,1.0044941,0.0019523,0.0098834,0.0019387,0.0007818,0.003574,0.0017103,0.0005003,0.0006868,0.0010644,0.0010368,0.0003179,0.0007551,0.0005431,0.0007201,0.0021105,0.0007235,0.0005666,0.0003607,0.0011987,0.0007443,0.0013069,0.0022242,0.0014192,0.0013582,0.0015867,0.0015436,0.0019522,0.0006235,0.0025427,0.0016816,0.0024213,0.0010571,0.0013237,0.0050612,0.0024833,0.0069741
0.0019428,0.0005986,0.0025568,0.0022022,0.0006511,0.0012803,0.0010092,0.0003628,0.0025969,0.0028571,0.0012014,0.0007789,0.0001207,0.0012549,0.0009173,0.0004092,0.0007252,0.0007355,0.0017717,0.0011644,0.0006001,0.0011453,0.0004006,0.0017953,0.0013892,0.0013023,0.0003867,0.0001688,0.0002456,0.0001677,0.0002163,0.0003979,0.0004782,0.9749608,0.0003874,0.0002836,0.0002981,0.0004055,0.000269,0.0000711,0.0001256,0.0001837,0.0001895,0.0000641,0.0002122,0.0000942,0.0001851,0.000399,0.0001222,0.0000839,0.0000666,0.0003099,0.000172,0.0002462,0.0004458,0.0002786,0.0003009,0.0003541,0.0002351,0.0002824,0.0001149,0.0004513,0.0002472,0.000344,0.0001894,0.0004344,0.0048937,0.0005842,0.0012575
0.0400234,0.0174315,0.0124514,0.0285804,0.0100769,0.0136797,0.0268196,0.034424,0.04288,0.0536967,0.0318071,0.0269266,0.0047464,0.0284929,0.0380369,0.0162157,0.0362535,0.0213317,0.06398,0.0327946,0.0324801,0.0375797,0.0192294,0.025473,0.0204302,0.0270408,0.0068485,0.0085483,0.0103947,0.0095973,0.0098212,0.014841,0.0153179,0.0110865,1.0154577,0.0066657,0.0033981,0.0284425,0.0073518,0.0037892,0.0041865,0.0055245,0.006804,0.0013042,0.002904,0.0020013,0.0028652,0.0077084,0.0033439,0.0024442,0.0020733,0.005982,0.0040249,0.0056556,0.0322543,0.0068525,0.005003,0.0067609,0.0072387,0.0101501,0.0034045,0.0109021,0.0080108,0.0108267,0.0060679,0.0034269,0.0091915,0.0096651,0.0137956
0.0006714,0.0004883,0.0005346,0.0006763,0.0009754,0.0020583,0.000824,0.0007311,0.0010625,0.0011517,0.0010194,0.0007916,0.0001488,0.0005878,0.0007752,0.0005057,0.0009882,0.0009045,0.000771,0.0007882,0.0009384,0.0009884,0.0012367,0.0006329,0.0005341,0.0009758,0.0009582,0.0007707,0.0008262,0.0007152,0.0010401,0.0006846,0.0056392,0.0012897,0.0008904,0.8785575,0.0006312,0.0012423,0.0009029,0.0008589,0.0021087,0.0019733,0.002622,0.0009187,0.0020525,0.001516,0.0019792,0.0029585,0.0015419,0.0019622,0.0014727,0.0024653,0.0009905,0.0035224,0.0023865,0.0025404,0.0017491,0.0031214,0.002752,0.0012615,0.0106961,0.0012793,0.0009168,0.0011477,0.0009651,0.0006403,0.0005081,0.0061974,0.0017629
0.0026423,0.0012323,0.0280247,0.003866,0.001478,0.0233593,0.0021729,0.0012784,0.0018972,0.0020425,0.0013182,0.0010937,0.000215,0.0014273,0.001238,0.0005401,0.0013592,0.0011304,0.0018166,0.0022878,0.0014246,0.0023249,0.0019808,0.0417703,0.0045078,0.0024094,0.0010085,0.0010468,0.0024617,0.0013201,0.0014227,0.0067143,0.0050365,0.0036889,0.0039489,0.0038724,1.0007761,0.0048777,0.0028694,0.0003213,0.0006312,0.0005777,0.0007803,0.0004824,0.0010302,0.000549,0.0011516,0.0035613,0.000788,0.0005639,0.0003071,0.0007176,0.0010169,0.0009763,0.0017967,0.0015722,0.0007258,0.0015129,0.001027,0.0012692,0.0006523,0.0051909,0.0014269,0.0016331,0.0008656,0.0005024,0.0042322,0.0032042,0.0223685
0.0142558,0.0116725,0.0070025,0.0342798,0.0059224,0.0273105,0.0114602,0.0203095,0.0269905,0.0202976,0.0127999,0.0113416,0.0021653,0.0113606,0.015545,0.0065389,0.0191625,0.0113292,0.0188,0.0147723,0.0135334,0.0196866,0.0154077,0.0133206,0.0099364,0.0150572,0.0319314,0.0128921,0.0111408,0.0085968,0.023248,0.1273816,0.0337253,0.106978,0.1635908,0.0146793,0.0205784,1.0900404,0.0168941,0.0084076,0.0153628,0.0060819,0.018926,0.0021993,0.0086796,0.0033126,0.0072789,0.008708,0.0095917,0.0058838,0.003501,0.0138453,0.0055349,0.0095567,0.0298083,0.0061932,0.0056936,0.0081762,0.0065554,0.0109485,0.006817,0.0118072,0.0059301,0.0074852,0.0071166,0.0035127,0.0154076,0.0058601,0.0238457
0.0075461,0.0029993,0.0029041,0.00905,0.002853,0.0039273,0.0083142,0.0375285,0.024864,0.0086696,0.0108611,0.0084724,0.0062224,0.007053,0.0107067,0.0046729,0.0155584,0.0113596,0.0136541,0.0478809,0.0423988,0.0347215,0.0310174,0.010999,0.01072,0.0355901,0.0154153,0.0317115,0.0446612,0.0529122,0.0343858,0.0040747,0.0051096,0.0164063,0.0462357,0.0040492,0.0021938,0.0107234,1.0805438,0.0033068,0.0040499,0.0035363,0.0051429,0.0006267,0.0013429,0.001024,0.0012991,0.0031424,0.0027581,0.0017085,0.0011849,0.0030602,0.0016183,0.0052392,0.0053308,0.0027838,0.0026262,0.0037438,0.0033867,0.0041287,0.0021727,0.0032588,0.0039666,0.0060981,0.0035121,0.0018456,0.002024,0.0047049,0.0044889
0.0016502,0.0009527,0.002203,0.0020546,0.0019081,0.0025468,0.002617,0.0018375,0.0020192,0.0024527,0.0025194,0.002238,0.0006501,0.0016164,0.0021663,0.001462,0.0023947,0.0022532,0.0019457,0.002285,0.0029125,0.0022695,0.0027172,0.0021721,0.0014396,0.0022015,0.0036701,0.0033688,0.0027124,0.0030922,0.0041511,0.0022624,0.0030751,0.003674,0.0029546,0.0018589,0.0024482,0.0037974,0.002566,0.972839,0.0038815,0.0046793,0.0432987,0.0017347,0.0045524,0.0021744,0.0041475,0.0037653,0.0028836,0.0053212,0.0224418,0.0175377,0.0076292,0.0074285,0.0030122,0.0330212,0.0028336,0.0044301,0.0023331,0.0049412,0.0026244,0.0028125,0.0024499,0.0027633,0.0030922,0.0052051,0.0027728,0.005369,0.0030744
0.0009356,0.00052,0.0011897,0.0011015,0.0011228,0.0012471,0.0013435,0.0008766,0.0010518,0.0011948,0.0011362,0.0010124,0.0002642,0.0007963,0.0010369,0.0005905,0.001118,0.0010316,0.0010235,0.0010928,0.0013266,0.0011009,0.0012265,0.0012807,0.00072,0.0010775,0.001789,0.0037893,0.0027055,0.0012279,0.0022531,0.0015714,0.0010779,0.0018156,0.0026374,0.0014915,0.0073952,0.0024722,0.0011948,0.0015176,1.1489875,0.0823688,0.0032955,0.0009745,0.0020722,0.001391,0.0020413,0.0027242,0.0019678,0.0018836,0.0012875,0.0074208,0.0023811,0.0027144,0.0017704,0.0101947,0.0012628,0.0017671,0.0094257,0.0098684,0.0018775,0.0084888,0.0130572,0.0046247,0.0024536,0.0026963,0.0009848,0.0027111,0.0014342
0.0102774,0.005426,0.0117558,0.0119261,0.0122152,0.0125263,0.015092,0.0096184,0.0114895,0.0128394,0.0123492,0.0108577,0.0026906,0.0087063,0.0111737,0.0062964,0.0121975,0.0112976,0.0111715,0.0118378,0.0143902,0.0118628,0.0135476,0.0118546,0.0076007,0.0117028,0.0203418,0.0176341,0.0136752,0.0130789,0.0255308,0.0129061,0.0113996,0.0193903,0.031498,0.0177763,0.026598,0.0284472,0.0134566,0.0161435,0.0267493,1.1588957,0.038364,0.0109665,0.0223094,0.0158674,0.0226442,0.0290795,0.0129666,0.0221635,0.0139983,0.0743136,0.0223888,0.0298991,0.0192669,0.0185206,0.013109,0.0183367,0.013119,0.0156203,0.0095546,0.0168529,0.0166824,0.0178824,0.0151561,0.0182406,0.0096506,0.0262976,0.0146458
0.0075235,0.0041078,0.0089917,0.0100828,0.0096202,0.0140498,0.0126041,0.0136253,0.0148412,0.0154239,0.0178084,0.0137357,0.0038389,0.0102888,0.0126136,0.0087357,0.0177478,0.0150202,0.01051,0.0153951,0.0191324,0.015657,0.0151518,0.0103687,0.0075566,0.0151616,0.0149354,0.0197439,0.0163982,0.0157312,0.0222164,0.0119654,0.0104125,0.0185939,0.0140699,0.0106154,0.0140644,0.0160605,0.0100353,0.0727939,0.0185506,0.0233493,1.0277147,0.0112138,0.0193825,0.0115696,0.0219298,0.0196418,0.0250389,0.0197237,0.0138093,0.0918315,0.0274218,0.0460386,0.0206051,0.0270598,0.0097256,0.0172186,0.0110488,0.0168378,0.0111524,0.0146948,0.0127054,0.0163738,0.017847,0.0215805,0.0088887,0.0146024,0.0179993
0.0203126,0.0081534,0.0219517,0.0231059,0.027532,0.0321539,0.0192974,0.0124614,0.020744,0.0193881,0.017589,0.0161738,0.0034271,0.013251,0.0166026,0.0098343,0.0185256,0.0157102,0.0196994,0.0180805,0.0231793,0.0168877,0.0163908,0.0194128,0.0123409,0.0181336,0.0247945,0.0183718,0.0281585,0.0294017,0.0329687,0.0349553,0.085741,0.0475986,0.0463366,0.1072473,0.0140671,0.0255704,0.0240827,0.0110335,0.0284164,0.0198471,0.0217058,1.0004207,0.1310389,0.028756,0.1093727,0.0693489,0.2057222,0.0231355,0.0112309,0.0256421,0.0400996,0.0264905,0.0172079,0.0167111,0.0174048,0.0166263,0.0221937,0.0218433,0.0139678,0.0259956,0.0132382,0.0223886,0.0277982,0.0101126,0.0294099,0.0105384,0.0410643
0.0058442,0.0037436,0.0085266,0.0260774,0.079067,0.0086007,0.0064972,0.0041585,0.0073107,0.0121435,0.0108899,0.0099017,0.0016315,0.007043,0.0085912,0.0057431,0.0103259,0.0096728,0.0058864,0.0054279,0.0065904,0.005513,0.004951,0.0072633,0.0041146,0.0053936,0.0068395,0.0045324,0.0064402,0.0064354,0.0070301,0.0337585,0.0210199,0.1753585,0.015012,0.0249962,0.0074103,0.0215593,0.0056787,0.0032766,0.0091705,0.0048612,0.0050908,0.0582366,1.0485396,0.036882,0.7318537,0.0150806,0.0123797,0.0072035,0.0030184,0.006607,0.0223505,0.0088063,0.0062616,0.0045577,0.0051404,0.0172934,0.0068065,0.0168795,0.005668,0.0073532,0.0046152,0.0139564,0.0250582,0.0088828,0.0056307,0.0037327,0.015826
0.0311687,0.0235567,0.0532,0.0344988,0.0351097,0.0254111,0.0142916,0.0159945,0.0256379,0.0212528,0.0173541,0.0186253,0.0074149,0.0201583,0.0206551,0.0180967,0.0218476,0.0170349,0.0242144,0.0270993,0.0370747,0.0191472,0.0156835,0.0392772,0.0166601,0.0185256,0.0345551,0.0239076,0.0254555,0.0221449,0.0287602,0.0476234,0.0150052,0.0568091,0.0563576,0.0591873,0.0200874,0.0319876,0.0360286,0.0074139,0.0350685,0.0189231,0.0170235,0.015566,0.0690989,1.5897413,0.1073431,0.0803597,0.0257679,0.0273594,0.0084375,0.0195295,0.0129802,0.0273241,0.0291701,0.0205873,0.016904,0.1065303,0.0233216,0.0450349,0.0256368,0.0353038,0.0184963,0.0223574,0.0215384,0.3298938,0.0180087,0.0106195,0.0594117
0.0003604,0.0002718,0.0006175,0.0004016,0.0004057,0.0002938,0.0001666,0.0001859,0.0002979,0.0002472,0.0002034,0.0002198,0.0000878,0.0002345,0.0002424,0.0002102,0.0002538,0.0001992,0.0002827,0.0003158,0.0004337,0.0002236,0.0001832,0.000457,0.000195,0.0002162,0.0004022,0.0002763,0.000295,0.000263,0.000334,0.0005502,0.0001742,0.0006573,0.0006531,0.0006825,0.0002319,0.0003716,0.0004159,0.0000873,0.0004049,0.0002192,0.0001977,0.0001798,0.0007975,0.0182842,1.082967,0.0009263,0.0002986,0.000317,0.0000986,0.0002274,0.0002341,0.000321,0.0003399,0.000238,0.0001972,0.0012273,0.0002707,0.0005201,0.0002965,0.0004081,0.0002165,0.0002654,0.0002498,0.0037947,0.000208,0.0001233,0.0006851
0.1033621,0.0201034,0.0258014,0.0252748,0.0229958,0.03001,0.0405027,0.0286219,0.0285495,0.030043,0.0348584,0.0275612,0.0071378,0.0225661,0.0299139,0.0159314,0.0377009,0.0259202,0.0514387,0.0432523,0.0429467,0.0369674,0.0471875,0.0256115,0.0209908,0.0352269,0.0702295,0.0700389,0.1194522,0.0915357,0.1351355,0.0325768,0.0241153,0.0508289,0.0548596,0.0338454,0.0218577,0.0393254,0.1531187,0.0191736,0.0748057,0.0494446,0.0676287,0.0295068,0.0718309,0.1202768,0.0628505,1.1081945,0.0484451,0.1043147,0.0206083,0.0797363,0.0772191,0.0491651,0.0392603,0.0962872,0.0576363,0.0735113,0.1226165,0.1223003,0.0745347,0.0893075,0.0302121,0.115452,0.0688638,0.0446965,0.0263003,0.0286365,0.0374937
0.0156768,0.0073592,0.0225267,0.0199028,0.0212732,0.008093,0.0174656,0.0079853,0.0126644,0.0124279,0.0119097,0.0111216,0.0026722,0.009309,0.0118169,0.0076328,0.0094566,0.0116194,0.0137866,0.0107286,0.0148925,0.0125796,0.0112204,0.0186086,0.0113482,0.0112087,0.01756,0.0073937,0.0107434,0.0142565,0.0140654,0.0559851,0.0423799,0.0166699,0.0349435,0.02038,0.0057833,0.0124014,0.0107088,0.0083179,0.0230788,0.0183778,0.024403,0.0051567,0.0128645,0.0082647,0.0104309,0.0095659,0.8699291,0.0109085,0.0055176,0.0134634,0.0294595,0.0132975,0.0173497,0.0089174,0.0072332,0.0096416,0.0062499,0.0069793,0.0100925,0.0109345,0.0105968,0.0143387,0.0053927,0.0042077,0.0080967,0.0078517,0.0097193
0.0068635,0.0036772,0.0112527,0.0116849,0.0245024,0.0126743,0.0094922,0.0107681,0.0093304,0.0111223,0.0158494,0.0096493,0.0038486,0.0065392,0.0097961,0.0053726,0.0109106,0.0126105,0.0073144,0.0109208,0.0129027,0.0122301,0.0122245,0.0113903,0.0062188,0.0117331,0.011897,0.0065012,0.0072588,0.0093007,0.0106449,0.0070318,0.0118251,0.0118612,0.0090716,0.0068201,0.0107792,0.0097913,0.0083063,0.009085,0.0122571,0.0119104,0.013359,0.0049352,0.0173173,0.0314979,0.0201217,0.0236537,0.0059656,1.0106752,0.0097764,0.0178221,0.0197247,0.015636,0.0100305,0.0066073,0.0083579,0.0205287,0.0096736,0.0101577,0.0091256,0.0297917,0.0067226,0.0097144,0.0086707,0.0093706,0.0099799,0.0076607,0.0094639
0.0062412,0.0034615,0.02341,0.0092124,0.005714,0.0104048,0.0083396,0.005987,0.0074864,0.0082607,0.0095002,0.0114151,0.002858,0.0059333,0.0083356,0.0064381,0.0077647,0.0077896,0.0074178,0.0083381,0.0102424,0.0080444,0.0099472,0.0177136,0.0063732,0.0078922,0.0128889,0.0121843,0.0081623,0.0110564,0.0113803,0.0105803,0.0209718,0.01302,0.0125261,0.0072869,0.0044331,0.0090221,0.0071133,0.0191744,0.0104753,0.0154346,0.0325952,0.0076818,0.0202212,0.0087059,0.0182762,0.0099172,0.0069067,0.0162329,0.9839631,0.0170996,0.0368365,0.0222378,0.0098694,0.01067,0.0089743,0.0162781,0.009018,0.0106973,0.0047771,0.0118027,0.0078327,0.0097376,0.0085928,0.0437886,0.0070802,0.0121478,0.013635
0.0407445,0.0230817,0.0525025,0.0596861,0.0632982,0.0616986,0.078601,0.0478665,0.0531664,0.0598374,0.0618571,0.0500516,0.0136473,0.0414304,0.0518883,0.0301459,0.0662912,0.0587486,0.0510136,0.0625663,0.077499,0.0562919,0.0557136,0.053458,0.0352639,0.0588033,0.0835024,0.0851776,0.0688321,0.0711471,0.1119854,0.0411507,0.0593805,0.0830349,0.0651942,0.0464062,0.1040344,0.0536473,0.0466552,0.0568556,0.1438641,0.1202313,0.1582877,0.0494055,0.0957763,0.0671511,0.0887896,0.1224032,0.0531857,0.0551074,0.0671673,0.9855875,0.1180843,0.0946962,0.0615499,0.0447946,0.0488893,0.0752652,0.0594777,0.0615856,0.0447278,0.0660277,0.0630885,0.0759737,0.0527003,0.0572997,0.0324966,0.0458277,0.0845693
